permutation,BFS_Sequential_Steps,BFS_Parallel_Steps,Batcher_Comparators_Only,OddEven_Sequential_Steps,OddEven_Parallel_Steps,Bitonic_Sequential_Steps,Greedy_Beam_Search_Steps
"[1, 0, 6, 7, 5, 3, 2, 4]",5,2,11,15,9,11,2
"[1, 0, 6, 7, 5, 3, 4, 2]",6,3,10,16,9,10,8
"[1, 0, 6, 7, 5, 4, 2, 3]",4,1,10,12,7,10,1
"[1, 0, 6, 7, 5, 4, 3, 2]",5,2,9,13,7,9,2
"[1, 0, 7, 2, 3, 4, 5, 6]",6,3,8,14,13,8,3
"[1, 0, 7, 2, 3, 4, 6, 5]",5,3,7,15,13,7,3
"[1, 0, 7, 2, 3, 5, 4, 6]",5,3,7,17,15,7,3
"[1, 0, 7, 2, 3, 5, 6, 4]",6,3,6,18,15,6,5
"[1, 0, 7, 2, 3, 6, 4, 5]",6,3,8,18,16,8,3
"[1, 0, 7, 2, 3, 6, 5, 4]",7,3,7,19,16,7,3
"[1, 0, 7, 2, 4, 3, 5, 6]",5,3,9,15,13,9,3
"[1, 0, 7, 2, 4, 3, 6, 5]",4,2,8,16,13,8,2
"[1, 0, 7, 2, 4, 5, 3, 6]",4,2,6,18,16,6,2
"[1, 0, 7, 2, 4, 5, 6, 3]",3,2,5,19,16,5,2
"[1, 0, 7, 2, 4, 6, 3, 5]",5,2,7,19,16,7,3
"[1, 0, 7, 2, 4, 6, 5, 3]",6,3,6,20,16,6,5
"[1, 0, 7, 2, 5, 3, 4, 6]",6,3,8,18,15,8,8
"[1, 0, 7, 2, 5, 3, 6, 4]",5,2,7,19,15,7,2
"[1, 0, 7, 2, 5, 4, 3, 6]",5,2,7,19,16,7,2
"[1, 0, 7, 2, 5, 4, 6, 3]",4,2,6,20,16,6,2
"[1, 0, 7, 2, 5, 6, 3, 4]",6,2,6,16,14,6,2
"[1, 0, 7, 2, 5, 6, 4, 3]",5,2,5,17,14,5,2
"[1, 0, 7, 2, 6, 3, 4, 5]",5,2,9,19,16,9,2
"[1, 0, 7, 2, 6, 3, 5, 4]",6,2,8,20,16,8,2
"[1, 0, 7, 2, 6, 4, 3, 5]",6,3,8,20,16,8,8
"[1, 0, 7, 2, 6, 4, 5, 3]",5,2,7,21,16,7,2
"[1, 0, 7, 2, 6, 5, 3, 4]",5,2,7,17,14,7,2
"[1, 0, 7, 2, 6, 5, 4, 3]",4,2,6,18,14,6,2
"[1, 0, 7, 3, 2, 4, 5, 6]",5,3,9,17,13,9,8
"[1, 0, 7, 3, 2, 4, 6, 5]",6,4,8,18,13,8,8
"[1, 0, 7, 3, 2, 5, 4, 6]",4,3,8,20,15,8,7
"[1, 0, 7, 3, 2, 5, 6, 4]",5,4,7,21,15,7,4
"[1, 0, 7, 3, 2, 6, 4, 5]",5,3,9,21,16,9,7
"[1, 0, 7, 3, 2, 6, 5, 4]",6,3,8,22,16,8,8
"[1, 0, 7, 3, 4, 2, 5, 6]",6,3,10,18,13,10,5
"[1, 0, 7, 3, 4, 2, 6, 5]",5,3,9,19,13,9,3
"[1, 0, 7, 3, 4, 5, 2, 6]",3,2,7,21,16,7,2
"[1, 0, 7, 3, 4, 5, 6, 2]",4,3,6,22,16,6,7
"[1, 0, 7, 3, 4, 6, 2, 5]",4,2,8,22,16,8,2
"[1, 0, 7, 3, 4, 6, 5, 2]",5,3,7,23,16,7,20
"[1, 0, 7, 3, 5, 2, 4, 6]",5,3,9,21,15,9,9
"[1, 0, 7, 3, 5, 2, 6, 4]",6,3,8,22,15,8,4
"[1, 0, 7, 3, 5, 4, 2, 6]",4,2,8,22,16,8,2
"[1, 0, 7, 3, 5, 4, 6, 2]",5,3,7,23,16,7,7
"[1, 0, 7, 3, 5, 6, 2, 4]",5,2,7,19,14,7,3
"[1, 0, 7, 3, 5, 6, 4, 2]",6,3,6,20,14,6,5
"[1, 0, 7, 3, 6, 2, 4, 5]",6,3,10,22,16,10,3
"[1, 0, 7, 3, 6, 2, 5, 4]",7,3,9,23,16,9,3
"[1, 0, 7, 3, 6, 4, 2, 5]",5,3,9,23,16,9,3
"[1, 0, 7, 3, 6, 4, 5, 2]",6,3,8,24,16,8,3
"[1, 0, 7, 3, 6, 5, 2, 4]",4,3,8,20,14,8,7
"[1, 0, 7, 3, 6, 5, 4, 2]",5,3,7,21,14,7,3
"[1, 0, 7, 4, 2, 3, 5, 6]",8,3,10,12,8,10,9
"[1, 0, 7, 4, 2, 3, 6, 5]",7,3,9,13,8,9,3
"[1, 0, 7, 4, 2, 5, 3, 6]",7,3,9,15,10,9,8
"[1, 0, 7, 4, 2, 5, 6, 3]",6,3,8,16,10,8,8
"[1, 0, 7, 4, 2, 6, 3, 5]",8,4,10,16,11,10,10
"[1, 0, 7, 4, 2, 6, 5, 3]",7,3,9,17,11,9,4
"[1, 0, 7, 4, 3, 2, 5, 6]",9,3,11,13,8,11,9
"[1, 0, 7, 4, 3, 2, 6, 5]",8,3,10,14,8,10,9
"[1, 0, 7, 4, 3, 5, 2, 6]",6,3,8,16,11,8,9
"[1, 0, 7, 4, 3, 5, 6, 2]",7,3,7,17,11,7,3
"[1, 0, 7, 4, 3, 6, 2, 5]",7,3,9,17,11,9,4
"[1, 0, 7, 4, 3, 6, 5, 2]",8,3,8,18,11,8,3
"[1, 0, 7, 4, 5, 2, 3, 6]",8,3,10,16,10,10,8
"[1, 0, 7, 4, 5, 2, 6, 3]",7,4,9,17,10,9,8
"[1, 0, 7, 4, 5, 3, 2, 6]",7,3,9,17,11,9,10
"[1, 0, 7, 4, 5, 3, 6, 2]",6,3,8,18,11,8,4
"[1, 0, 7, 4, 5, 6, 2, 3]",6,3,8,14,9,8,3
"[1, 0, 7, 4, 5, 6, 3, 2]",7,3,7,15,9,7,3
"[1, 0, 7, 4, 6, 2, 3, 5]",7,3,11,17,11,11,10
"[1, 0, 7, 4, 6, 2, 5, 3]",8,4,10,18,11,10,5
"[1, 0, 7, 4, 6, 3, 2, 5]",6,3,10,18,11,10,8
"[1, 0, 7, 4, 6, 3, 5, 2]",7,3,9,19,11,9,4
"[1, 0, 7, 4, 6, 5, 2, 3]",5,3,9,15,9,9,3
"[1, 0, 7, 4, 6, 5, 3, 2]",6,3,8,16,9,8,3
"[1, 0, 7, 5, 2, 3, 4, 6]",7,3,11,13,9,11,4
"[1, 0, 7, 5, 2, 3, 6, 4]",8,3,10,14,9,10,8
"[1, 0, 7, 5, 2, 4, 3, 6]",8,3,10,16,11,10,4
"[1, 0, 7, 5, 2, 4, 6, 3]",7,3,9,17,11,9,8
"[1, 0, 7, 5, 2, 6, 3, 4]",7,3,11,17,12,11,5
"[1, 0, 7, 5, 2, 6, 4, 3]",6,3,10,18,12,10,3
"[1, 0, 7, 5, 3, 2, 4, 6]",8,3,12,14,9,12,10
"[1, 0, 7, 5, 3, 2, 6, 4]",7,4,11,15,9,11,10
"[1, 0, 7, 5, 3, 4, 2, 6]",7,3,9,17,12,9,8
"[1, 0, 7, 5, 3, 4, 6, 2]",6,3,8,18,12,8,4
"[1, 0, 7, 5, 3, 6, 2, 4]",8,4,10,18,12,10,10
"[1, 0, 7, 5, 3, 6, 4, 2]",7,3,9,19,12,9,4
"[1, 0, 7, 5, 4, 2, 3, 6]",7,3,11,17,11,11,8
"[1, 0, 7, 5, 4, 2, 6, 3]",6,3,10,18,11,10,5
"[1, 0, 7, 5, 4, 3, 2, 6]",6,3,10,18,12,10,8
"[1, 0, 7, 5, 4, 3, 6, 2]",5,3,9,19,12,9,4
"[1, 0, 7, 5, 4, 6, 2, 3]",5,3,9,15,10,9,7
"[1, 0, 7, 5, 4, 6, 3, 2]",6,3,8,16,10,8,8
"[1, 0, 7, 5, 6, 2, 3, 4]",8,4,12,18,12,12,5
"[1, 0, 7, 5, 6, 2, 4, 3]",7,4,11,19,12,11,4
"[1, 0, 7, 5, 6, 3, 2, 4]",7,4,11,19,12,11,8
"[1, 0, 7, 5, 6, 3, 4, 2]",6,3,10,20,12,10,3
"[1, 0, 7, 5, 6, 4, 2, 3]",6,3,10,16,10,10,3
"[1, 0, 7, 5, 6, 4, 3, 2]",7,3,9,17,10,9,3
"[1, 0, 7, 6, 2, 3, 4, 5]",6,2,10,10,6,10,2
"[1, 0, 7, 6, 2, 3, 5, 4]",7,2,9,11,6,9,2
"[1, 0, 7, 6, 2, 4, 3, 5]",7,3,9,13,8,9,8
"[1, 0, 7, 6, 2, 4, 5, 3]",6,2,8,14,8,8,3
"[1, 0, 7, 6, 2, 5, 3, 4]",6,3,10,14,9,10,3
"[1, 0, 7, 6, 2, 5, 4, 3]",5,2,9,15,9,9,3
"[1, 0, 7, 6, 3, 2, 4, 5]",7,3,11,11,6,11,3
"[1, 0, 7, 6, 3, 2, 5, 4]",8,3,10,12,6,10,3
"[1, 0, 7, 6, 3, 4, 2, 5]",6,3,8,14,9,8,4
"[1, 0, 7, 6, 3, 4, 5, 2]",7,3,7,15,9,7,3
"[1, 0, 7, 6, 3, 5, 2, 4]",7,3,9,15,9,9,8
"[1, 0, 7, 6, 3, 5, 4, 2]",6,3,8,16,9,8,3
"[1, 0, 7, 6, 4, 2, 3, 5]",6,3,10,14,8,10,3
"[1, 0, 7, 6, 4, 2, 5, 3]",7,3,9,15,8,9,8
"[1, 0, 7, 6, 4, 3, 2, 5]",5,2,9,15,9,9,3
"[1, 0, 7, 6, 4, 3, 5, 2]",6,3,8,16,9,8,3
"[1, 0, 7, 6, 4, 5, 2, 3]",4,2,8,12,7,8,2
"[1, 0, 7, 6, 4, 5, 3, 2]",5,2,7,13,7,7,2
"[1, 0, 7, 6, 5, 2, 3, 4]",7,3,11,15,9,11,3
"[1, 0, 7, 6, 5, 2, 4, 3]",6,3,10,16,9,10,4
"[1, 0, 7, 6, 5, 3, 2, 4]",6,2,10,16,9,10,3
"[1, 0, 7, 6, 5, 3, 4, 2]",7,3,9,17,9,9,8
"[1, 0, 7, 6, 5, 4, 2, 3]",5,2,9,13,7,9,2
"[1, 0, 7, 6, 5, 4, 3, 2]",6,2,8,14,7,8,2
"[1, 2, 0, 3, 4, 5, 6, 7]",2,2,12,4,4,12,2
"[1, 2, 0, 3, 4, 5, 7, 6]",3,2,11,5,5,11,2
"[1, 2, 0, 3, 4, 6, 5, 7]",5,3,11,7,4,11,8
"[1, 2, 0, 3, 4, 6, 7, 5]",4,2,10,8,5,10,2
"[1, 2, 0, 3, 4, 7, 5, 6]",4,2,12,8,4,12,2
"[1, 2, 0, 3, 4, 7, 6, 5]",3,2,11,9,5,11,2
"[1, 2, 0, 3, 5, 4, 6, 7]",3,2,13,5,5,13,2
"[1, 2, 0, 3, 5, 4, 7, 6]",4,2,12,6,5,12,2
"[1, 2, 0, 3, 5, 6, 4, 7]",4,2,10,8,4,10,2
"[1, 2, 0, 3, 5, 6, 7, 4]",5,2,9,9,5,9,2
"[1, 2, 0, 3, 5, 7, 4, 6]",5,3,11,9,4,11,8
"[1, 2, 0, 3, 5, 7, 6, 4]",4,2,10,10,5,10,2
"[1, 2, 0, 3, 6, 4, 5, 7]",4,2,12,8,5,12,2
"[1, 2, 0, 3, 6, 4, 7, 5]",5,3,11,9,5,11,8
"[1, 2, 0, 3, 6, 5, 4, 7]",3,2,11,9,5,11,2
"[1, 2, 0, 3, 6, 5, 7, 4]",4,2,10,10,5,10,2
"[1, 2, 0, 3, 6, 7, 4, 5]",4,2,10,6,4,10,2
"[1, 2, 0, 3, 6, 7, 5, 4]",5,2,9,7,5,9,2
"[1, 2, 0, 3, 7, 4, 5, 6]",5,2,13,9,5,13,2
"[1, 2, 0, 3, 7, 4, 6, 5]",4,2,12,10,5,12,2
"[1, 2, 0, 3, 7, 5, 4, 6]",4,2,12,10,5,12,2
"[1, 2, 0, 3, 7, 5, 6, 4]",5,3,11,11,5,11,8
"[1, 2, 0, 3, 7, 6, 4, 5]",5,2,11,7,5,11,2
"[1, 2, 0, 3, 7, 6, 5, 4]",6,2,10,8,5,10,2
"[1, 2, 0, 4, 3, 5, 6, 7]",5,3,13,9,9,13,5
"[1, 2, 0, 4, 3, 5, 7, 6]",6,3,12,10,10,12,5
"[1, 2, 0, 4, 3, 6, 5, 7]",8,3,12,12,9,12,9
"[1, 2, 0, 4, 3, 6, 7, 5]",7,3,11,13,10,11,5
"[1, 2, 0, 4, 3, 7, 5, 6]",7,3,13,13,9,13,17
"[1, 2, 0, 4, 3, 7, 6, 5]",6,3,12,14,10,12,5
"[1, 2, 0, 4, 5, 3, 6, 7]",6,3,14,10,10,14,9
"[1, 2, 0, 4, 5, 3, 7, 6]",7,3,13,11,10,13,9
"[1, 2, 0, 4, 5, 6, 3, 7]",7,3,11,13,9,11,3
"[1, 2, 0, 4, 5, 6, 7, 3]",6,3,10,14,10,10,3
"[1, 2, 0, 4, 5, 7, 3, 6]",6,3,12,14,9,12,9
"[1, 2, 0, 4, 5, 7, 6, 3]",5,3,11,15,10,11,8
"[1, 2, 0, 4, 6, 3, 5, 7]",7,3,13,13,10,13,9
"[1, 2, 0, 4, 6, 3, 7, 5]",6,3,12,14,10,12,31
"[1, 2, 0, 4, 6, 5, 3, 7]",6,3,12,14,10,12,9
"[1, 2, 0, 4, 6, 5, 7, 3]",5,3,11,15,10,11,8
"[1, 2, 0, 4, 6, 7, 3, 5]",7,3,11,11,9,11,9
"[1, 2, 0, 4, 6, 7, 5, 3]",6,3,10,12,10,10,3
"[1, 2, 0, 4, 7, 3, 5, 6]",8,3,14,14,10,14,4
"[1, 2, 0, 4, 7, 3, 6, 5]",7,3,13,15,10,13,9
"[1, 2, 0, 4, 7, 5, 3, 6]",7,3,13,15,10,13,9
"[1, 2, 0, 4, 7, 5, 6, 3]",6,3,12,16,10,12,3
"[1, 2, 0, 4, 7, 6, 3, 5]",8,3,12,12,10,12,9
"[1, 2, 0, 4, 7, 6, 5, 3]",7,3,11,13,10,11,3
"[1, 2, 0, 5, 3, 4, 6, 7]",6,3,12,12,12,12,3
"[1, 2, 0, 5, 3, 4, 7, 6]",7,3,11,13,13,11,3
"[1, 2, 0, 5, 3, 6, 4, 7]",7,3,11,15,12,11,10
"[1, 2, 0, 5, 3, 6, 7, 4]",8,3,10,16,13,10,3
"[1, 2, 0, 5, 3, 7, 4, 6]",6,3,12,16,12,12,9
"[1, 2, 0, 5, 3, 7, 6, 4]",7,3,11,17,13,11,3
"[1, 2, 0, 5, 4, 3, 6, 7]",5,3,13,13,13,13,3
"[1, 2, 0, 5, 4, 3, 7, 6]",6,3,12,14,13,12,8
"[1, 2, 0, 5, 4, 6, 3, 7]",6,4,10,16,12,10,6
"[1, 2, 0, 5, 4, 6, 7, 3]",5,3,9,17,13,9,8
"[1, 2, 0, 5, 4, 7, 3, 6]",5,3,11,17,12,11,3
"[1, 2, 0, 5, 4, 7, 6, 3]",4,2,10,18,13,10,2
"[1, 2, 0, 5, 6, 3, 4, 7]",6,3,12,16,13,12,3
"[1, 2, 0, 5, 6, 3, 7, 4]",7,3,11,17,13,11,8
"[1, 2, 0, 5, 6, 4, 3, 7]",7,4,11,17,13,11,4
"[1, 2, 0, 5, 6, 4, 7, 3]",6,3,10,18,13,10,3
"[1, 2, 0, 5, 6, 7, 3, 4]",6,3,10,14,12,10,4
"[1, 2, 0, 5, 6, 7, 4, 3]",5,2,9,15,13,9,2
"[1, 2, 0, 5, 7, 3, 4, 6]",7,3,13,17,13,13,8
"[1, 2, 0, 5, 7, 3, 6, 4]",6,3,12,18,13,12,4
"[1, 2, 0, 5, 7, 4, 3, 6]",6,3,12,18,13,12,3
"[1, 2, 0, 5, 7, 4, 6, 3]",5,2,11,19,13,11,2
"[1, 2, 0, 5, 7, 6, 3, 4]",7,3,11,15,13,11,3
"[1, 2, 0, 5, 7, 6, 4, 3]",6,2,10,16,13,10,3
"[1, 2, 0, 6, 3, 4, 5, 7]",7,3,11,15,15,11,6
"[1, 2, 0, 6, 3, 4, 7, 5]",6,3,10,16,16,10,10
"[1, 2, 0, 6, 3, 5, 4, 7]",6,3,10,18,15,10,8
"[1, 2, 0, 6, 3, 5, 7, 4]",7,3,9,19,16,9,14
"[1, 2, 0, 6, 3, 7, 4, 5]",7,3,11,19,15,11,8
"[1, 2, 0, 6, 3, 7, 5, 4]",8,3,10,20,16,10,8
"[1, 2, 0, 6, 4, 3, 5, 7]",6,4,12,16,16,12,6
"[1, 2, 0, 6, 4, 3, 7, 5]",5,3,11,17,16,11,9
"[1, 2, 0, 6, 4, 5, 3, 7]",5,3,9,19,15,9,9
"[1, 2, 0, 6, 4, 5, 7, 3]",4,2,8,20,16,8,2
"[1, 2, 0, 6, 4, 7, 3, 5]",6,3,10,20,15,10,8
"[1, 2, 0, 6, 4, 7, 5, 3]",5,3,9,21,16,9,8
"[1, 2, 0, 6, 5, 3, 4, 7]",7,4,11,19,16,11,10
"[1, 2, 0, 6, 5, 3, 7, 4]",6,3,10,20,16,10,10
"[1, 2, 0, 6, 5, 4, 3, 7]",6,3,10,20,16,10,9
"[1, 2, 0, 6, 5, 4, 7, 3]",5,2,9,21,16,9,2
"[1, 2, 0, 6, 5, 7, 3, 4]",7,3,9,17,15,9,5
"[1, 2, 0, 6, 5, 7, 4, 3]",6,3,8,18,16,8,3
"[1, 2, 0, 6, 7, 3, 4, 5]",6,3,12,20,16,12,9
"[1, 2, 0, 6, 7, 3, 5, 4]",7,3,11,21,16,11,9
"[1, 2, 0, 6, 7, 4, 3, 5]",7,3,11,21,16,11,6
"[1, 2, 0, 6, 7, 4, 5, 3]",6,2,10,22,16,10,3
